n,Ford-Fulkerson,Push-Relabel,Flot Min-Cout
40,0.0023034000000001,0.0041732999999997,0.0659016999999999
40,0.0014476000000001,0.0707415,0.0246939000000003
40,0.0013483999999999,0.1191357000000001,0.0300733000000006
40,0.0020534999999997,0.0037076000000002,0.0620900000000004
40,0.0022334000000006,0.1118515000000002,0.0573371000000006
40,0.0030340000000004,0.0934387000000001,0.0734221999999995
40,0.0019404999999999,0.0045806999999999,0.0501192999999995
40,0.0022177999999994,0.0757368000000004,0.0720483999999999
40,0.0017509000000002,0.003641,0.0470651000000001
40,0.0008657999999996,0.0023955999999998,0.0728436999999999
40,0.0016295999999993,0.0874863999999995,0.0430790999999999
40,0.0016793000000001,0.0029523000000004,0.0626592999999999
40,0.0024290999999996,0.07782,0.0611413
40,0.0015378999999997,0.0924051000000005,0.0407095999999995
40,0.0016033000000001,0.0033348000000001,0.0457353000000004
40,0.0022242999999999,0.0719675000000004,0.0674986000000004
40,0.0014124000000004,0.0032354000000003,0.0489022999999999
40,0.0020286,0.0832687999999999,0.0555389999999995
40,0.0025599999999998,0.0809268000000003,0.0806509999999995
40,0.0017401999999995,0.0700536000000005,0.0470598000000004
40,0.0015635999999998,0.0033503000000001,0.0862783
40,0.0010651999999993,0.1232337000000001,0.0249525000000003
40,0.0014175999999999,0.1125746000000003,0.0442952000000005
40,0.0016286,0.1316242999999994,0.0397054000000007
40,0.0015833999999994,0.0033412000000003,0.0751189999999999
40,0.0024927000000003,0.1458653999999999,0.0725727000000002
40,0.0039400999999994,0.0037963000000003,0.0899171
40,0.0018208999999993,0.1161200999999998,0.0323786999999997
40,0.0025941000000004,0.0829736000000007,0.0763574999999994
40,0.0030738000000001,0.0839948000000001,0.0874378999999994
40,0.0021794999999995,0.1019705000000001,0.0725628999999994
40,0.0022367,0.0923666,0.0511836000000007
40,0.0016739000000001,0.0025649000000003,0.1013440000000001
40,0.0024012999999998,0.0048063999999996,0.0751011999999997
40,0.0011139,0.0031443000000006,0.0515822000000003
40,0.0022518999999991,0.0053802999999987,0.0605761000000004
40,0.0019670000000004,0.1378375999999992,0.0444703000000004
40,0.0021746999999994,0.0040297999999996,0.0285043999999992
40,0.0026677999999993,0.1092259999999996,0.0711077000000006
40,0.0040307999999988,0.0071405000000002,0.073837300000001
40,0.002160400000001,0.0041624000000002,0.0790325000000002
40,0.0017945000000008,0.1051842,0.0545751999999986
40,0.0024505000000001,0.0983716000000001,0.0722188999999993
40,0.0022742999999998,0.0630740999999996,0.0444317999999999
40,0.0018529000000011,0.1038930000000011,0.0409352999999992
40,0.0020397999999985,0.0031666000000001,0.0888365999999987
40,0.001657999999999,0.0030729999999987,0.0585737999999995
40,0.0023175999999995,0.0818308999999999,0.0760234000000004
40,0.0024447999999992,0.0933723999999998,0.0968555999999996
40,0.0020375000000001,0.0694125999999997,0.0595943000000005
40,0.0018897999999989,0.0028534000000011,0.0395605999999997
40,0.0022000999999995,0.0716254999999996,0.0552861
40,0.0022649000000001,0.0701690999999993,0.0690560999999991
40,0.0022651000000006,0.0783179,0.0894699000000009
40,0.0020551999999991,0.0033262999999994,0.0772449000000001
40,0.0018737000000008,0.0036787999999994,0.0641587000000001
40,0.0022505999999999,0.0642240000000011,0.096770300000001
40,0.0021339999999998,0.0643501000000004,0.0489955000000001
40,0.0015567,0.0588344999999996,0.0374250000000007
40,0.0016344000000003,0.1413049000000015,0.0356986999999993
40,0.0021926000000007,0.0047969999999999,0.1040449999999992
40,0.0025771999999992,0.1002822999999999,0.0676389000000003
40,0.0025178000000014,0.0814075000000009,0.0808255999999989
40,0.0025791000000001,0.0032002999999996,0.0547006999999997
40,0.0020825999999996,0.0041215999999995,0.0706506999999998
40,0.0021366,0.1012600999999993,0.0374742000000001
40,0.0018735999999996,0.0691984999999988,0.054507899999999
40,0.0014413999999991,0.0023043999999998,0.0378240000000005
40,0.0027878000000001,0.0626506999999989,0.0625996999999998
40,0.0015380999999994,0.0034834000000003,0.0402813000000001
40,0.0021719999999998,0.0776918999999995,0.0462640000000007
40,0.001396399999999,0.0021761999999991,0.0582279000000003
40,0.0019974000000004,0.0545714000000003,0.0626985000000015
40,0.0028678000000006,0.0036503999999997,0.0587985999999993
40,0.0011131999999989,0.0022684999999995,0.0440255999999994
40,0.0015999999999998,0.0023251000000001,0.0907388999999998
40,0.0015805999999987,0.0025789999999989,0.0470979000000006
40,0.0021202000000002,0.0677579999999995,0.0372819999999993
40,0.0018235000000004,0.0826343000000005,0.0527246999999988
40,0.0014902000000009,0.0841276999999998,0.0428365999999993
40,0.0016628,0.0030011999999999,0.0478641999999993
100,0.0182222999999996,0.0247423999999991,1.7793539000000005
100,0.0118299000000003,0.0139241000000005,1.386856400000001
100,0.0109525000000019,1.5490668999999997,1.316288
100,0.0087791000000017,0.012986699999999,1.523570599999999
100,0.0133203000000001,0.0179884000000001,1.5215291999999998
100,0.0088064000000009,0.0133657000000013,1.0273378000000015
100,0.0119182000000002,0.7520676000000002,1.5292216000000032
100,0.0111948999999995,0.6217302000000018,1.5155753999999997
100,0.0163111999999969,0.6230103000000007,1.0661376999999987
100,0.0138388999999996,0.7043566000000006,1.3625801000000024
100,0.0143660999999966,0.0196809000000044,1.3035747999999998
100,0.0119380000000006,0.9574637000000052,0.940158099999998
100,0.0096362000000027,0.0156711000000058,1.153411999999996
100,0.0117834999999999,0.6648004000000043,1.0099976999999996
100,0.0095067000000028,0.0126384000000001,1.101135499999998
100,0.0113596999999998,0.8794913999999991,1.1439461000000009
100,0.0148282999999977,0.0182051000000029,1.040481100000001
100,0.0103338999999991,0.0119425000000035,1.1534625000000034
100,0.0154751999999973,0.6501584999999963,1.1079118999999975
100,0.0141653999999959,0.6082132000000016,1.4488800000000026
100,0.0199269999999955,1.5902858999999978,2.9477452
100,0.0143216999999964,1.2848641,1.9465304000000003
100,0.0079928999999978,0.0112458999999986,1.1334276000000043
100,0.0100763000000014,0.0117070999999953,1.1165268999999969
100,0.0149023999999968,0.8047083000000015,1.7788718999999986
100,0.0112588000000002,0.7829192999999961,1.683497200000005
100,0.0132756,1.173983899999996,2.1265085
100,0.0134264999999942,0.0164794999999884,1.595653800000008
100,0.0469013999999958,1.548724699999994,2.4852160000000083
100,0.0359933999999952,2.595885100000004,2.024136300000009
100,0.0222690000000085,2.1286030999999923,2.019913599999996
100,0.0218288999999884,0.0257407,2.0589291999999944
100,0.0279528000000084,1.1457089999999963,1.9880576999999988
100,0.0269222000000013,0.0281622000000112,1.499363300000013
100,0.0285595,0.0237972000000041,2.080648399999987
100,0.0218259999999901,1.5000867999999912,2.312550999999999
100,0.026565000000005,1.757718099999991,2.2247496000000098
100,0.0186973999999935,1.7576940999999948,2.3923809000000062
100,0.0158018999999995,3.4867671999999885,2.033046299999995
100,0.0450694000000027,4.399771399999992,7.931493200000006
100,0.0389205000000032,0.0390026000000034,5.498600999999994
100,0.0417536000000069,0.0498677000000071,2.8274370999999974
100,0.010353699999996,0.0235771000000113,5.483791000000025
100,0.0274053000000265,2.187013100000001,2.4452016000000185
100,0.0243238999999846,1.0166921999999945,1.6081943999999735
100,0.0111761999999941,0.0134583000000247,2.0024918999999954
100,0.0153277999999943,0.8572111999999947,1.329628100000008
100,0.0105338999999844,0.0135451000000159,1.233778099999995
100,0.0129077999999935,0.8593048000000181,0.9520113000000094
100,0.0132846000000199,1.110176999999993,1.0978098999999872
100,0.0137430000000051,0.0157324000000187,1.2672699999999963
100,0.0151402000000189,0.853296400000005,1.6600873999999806
100,0.0084771999999873,0.0108668999999963,1.1739031999999838
100,0.014940800000005,0.0156746000000111,1.5796172000000013
100,0.0170142999999995,0.0171854000000166,1.6827518999999995
100,0.0150491999999928,0.0200497000000154,1.579022099999975
100,0.0105327999999929,0.0150045999999974,1.2852272000000085
100,0.0120333999999786,0.0143965999999977,1.3342824000000064
100,0.0121400000000164,0.0168778999999972,1.4129318999999896
100,0.0126664000000005,0.0170663000000104,1.091639100000009
100,0.0094655000000045,0.0105345999999997,1.0121115999999972
100,0.0143706000000065,0.7082625000000178,1.462574399999994
100,0.015329400000013,0.017695500000002,1.341988100000009
100,0.0119056000000057,1.0389413000000047,1.00301970000001
100,0.010094400000014,0.0165393999999992,1.0133746999999858
100,0.0121575999999947,0.9971462000000032,1.1016139999999837
100,0.0118659999999977,0.0129067999999961,1.4992962999999977
100,0.015526799999975,1.2483456999999871,1.0612981999999818
100,0.0105854999999905,0.0144171000000028,1.7325170999999957
100,0.0142586999999991,0.6301753999999846,1.550124100000005
100,0.0168796000000099,0.0214932000000089,2.4190868999999964
100,0.01908659999998,1.356123700000012,1.303746000000018
100,0.0163525000000106,1.4161616000000097,1.7097200000000043
100,0.0129838000000006,0.0151268000000186,1.4631952000000013
100,0.0174840999999901,0.0181277000000079,1.691474999999997
100,0.0194479999999828,1.0259967000000074,1.6261723000000077
100,0.0130043000000057,0.0179801000000168,1.4336481999999933
100,0.0100246000000083,0.0152875999999935,0.9983592999999756
100,0.0147899999999765,0.8301307999999779,2.2180339999999887
100,0.02022070000001,2.2262843999999973,5.124242699999996
100,0.0921558000000004,4.572700800000007,4.198155600000007
100,0.0236507000000187,0.1341809999999839,5.167058800000007
100,0.0236761000000171,0.0280236000000115,2.25782959999998
100,0.0240367000000105,1.2838530999999875,1.6294072000000028
100,0.0154179000000169,1.167468499999984,1.490014500000001
100,0.0191327999999941,0.028558299999986,2.2154880999999875
100,0.0492121000000054,0.0591902000000175,3.176789100000008
100,0.0212345000000198,1.1109237000000007,1.5240812999999775
100,0.0169378000000222,0.9150003000000028,1.804079099999996
100,0.0273715000000152,1.6183392000000083,2.2622381999999845
100,0.0140679999999804,0.0195388999999863,1.4859015000000113
100,0.0157220000000108,0.9561652999999808,1.454836599999993
100,0.0125827999999899,1.0791281000000197,1.1378387999999688
100,0.0124102000000334,0.0157955999999899,1.8102198000000271
100,0.0146422999999913,0.0217867999999725,1.4316695999999638
100,0.0184289999999691,0.7842542999999864,1.3210947000000033
100,0.0111056000000075,0.0154408999999873,1.2036110999999892
100,0.0127547999999819,0.859548000000018,1.208077199999991
100,0.0144768000000112,1.1961847000000034,1.526572499999986
100,0.0116666000000122,0.0166535999999837,1.4558471999999938
400,0.7660025999999789,0.2371946000000093,161.89559149999997
400,0.6267386999999758,61.12708270000002,151.52593800000005
400,0.6523293999999851,42.052142,135.74021760000005
400,0.6158629000000246,0.2559404999999515,132.99112879999996
400,0.6174133000000666,0.2664393999999674,151.2814651
400,0.7558544999999413,0.3288149999998495,139.1497958
400,0.6272447999999713,94.3649041000001,115.63130230000002
400,0.5519372000001113,0.1952253000001746,125.51544190000004
400,0.8905120000001716,0.4449397000000772,155.44545709999989
400,0.799346499999956,0.2953307999998742,222.7578088
400,0.7018997999998646,65.60260900000003,238.96731649999992
400,1.2138270999998897,126.4278131000001,204.2328675000004
400,0.830116900000121,96.11130460000004,192.11698209999983
400,0.863625200000115,0.3234947999999349,218.5565271999999
400,0.8716380000000754,0.3076577999995606,194.4808409000002
400,0.8763928000003034,116.74651650000033,148.76741649999985
400,0.7456521000003704,74.32235740000033,163.28946989999986
400,0.68148519999977,43.89733220000016,137.1003410999997
400,0.8398964000002707,68.82618109999976,153.9133336
400,0.7223770000000513,0.226389299999937,166.0815462999999
400,0.8731484999998429,47.51156119999996,164.2420463999997
400,0.5477623000006133,0.2004777000001922,146.4753394999998
400,0.8163497000005009,80.11222809999981,156.49247809999997
400,0.8064747999997053,91.51922620000003,141.0717138
400,0.622909300000174,0.2344143999998778,141.8705362999999
400,0.6621044000003167,0.2647214999997231,155.61038869999993
400,0.8962379999993573,95.3934391999992,233.7344567
400,0.951164200000676,125.30543039999976,235.1855618999998
400,0.8619668000001184,83.94061049999982,184.0416584000004
400,0.6267847999997684,87.86356400000022,166.5832300000002
400,0.6897164000001794,0.3306169000006775,143.5792448000002
400,0.6742314999992232,0.2550662000003285,141.52668769999946
400,0.4594045999992886,0.1762398000000757,105.24878210000044
400,0.6783793000004152,0.2189939999998387,196.4902054000004
400,0.7660026,0.2371946,161.8955915
400,0.6267387,61.1270827,151.525938
400,0.6523294,42.052142,135.7402176
400,0.6158629,0.2559405,132.9911288
400,0.6174133,0.2664394,151.2814651
400,0.7558545,0.328815,139.1497958
400,0.6272448,94.3649041,115.6313023
400,0.5519372,0.1952253,125.5154419
400,0.890512,0.4449397,155.4454571
400,0.7993465,0.2953308,222.7578088
400,0.7018998,65.602609,238.9673165
400,1.2138271,126.4278131,204.2328675
400,0.8301169,96.1113046,192.1169821
400,0.8636252,0.3234948,218.5565272
400,0.871638,0.3076578,194.4808409
400,0.8763928,116.7465165,148.7674165
400,0.7456521,74.3223574,163.2894699
400,0.6814852,43.8973322,137.1003411
400,0.8398964,68.8261811,153.9133336
400,0.722377,0.2263893,166.0815463
400,0.8731485,47.5115612,164.2420464
400,0.5477623,0.2004777,146.4753395
400,0.8163497,80.1122281,156.4924781
400,0.8064748,91.5192262,141.0717138
400,0.6229093,0.2344144,141.8705363
400,0.6621044,0.2647215,155.6103887
400,0.896238,95.3934392,233.7344567
400,0.9511642,125.3054304,235.1855619
400,0.8619668,83.9406105,184.0416584
400,0.6267848,87.863564,166.58323
400,0.6897164,0.3306169,143.5792448
400,0.6742315,0.2550662,141.5266877
400,0.4594046,0.1762398,105.2487821
400,0.6783793,0.218994,196.4902054
400,0.486965,0.2288962,149.4973513
400,0.4940174,83.319301,208.5852094
400,0.602104,45.0406273,140.0025417
400,0.7670163,0.2378692,243.6184051
400,1.1324292,101.5210059,249.9741818
400,0.6942106,97.6335315,159.8906141
400,0.9401121,85.3355045,117.5848753
400,0.9734303,0.272594,195.2638982
400,1.0016586,40.2128157,162.5155651
400,1.1535819,107.6516336,150.8244005
400,0.7829165,0.1720376,158.0202245
400,0.8993761,74.8250783,242.2470354
400,1.1167144,0.3378358,146.3853339
400,0.5431049,50.1815382,208.0352211
400,0.9038888,0.3205975,155.3662144
400,1.2185974,0.2069766,166.8011176
400,0.6540419,94.7759606,239.8434645
400,0.5368917,0.2601851,122.51749
400,1.0084966,81.7782574,113.7363114
400,0.8551714,0.2906543,136.0856119
400,0.8032078,101.6939594,122.3526342
400,0.9606005,0.2106049,184.2790379
400,0.6838507,0.2620531,152.5463328
400,0.9732459,0.2302124,149.9037688
400,0.4651325,86.8482394,237.4251579
400,0.8269389,0.2339124,186.5399671
400,0.6502624,0.3171356,238.9618413
400,0.9231498,0.3471867,224.2505654
400,0.7309569,76.8759809,247.0447728
400,1.0839772,0.2355101,162.5887982
400,0.7884323,85.1021237,246.9052775
400,0.7615007,0.2881702,136.3624984
400,1.0299498,0.2396155,197.3770943
400,0.4865429,79.7237235,151.6237502
400,0.7899435,0.2784374,238.0044125
400,0.7826967,0.2301158,176.2309056
400,0.8736627,0.197839,189.7506458
400,0.4908693,0.2417915,194.8884728
400,0.8157145,81.2803854,149.9450821
400,0.7012384,0.3246408,234.1248554
400,0.5408032,0.318046,137.034921
400,0.6084245,80.4515154,184.0883151
400,0.5823806,0.1761016,248.6313723
400,1.0404121,0.2573489,178.024798
400,0.8115373,0.2106091,114.6877535
400,0.6810933,0.1915299,210.4853736
400,0.7189265,64.6916425,116.4487227
400,0.9908299,0.2007921,135.7917756
400,0.7784856,0.2419404,230.4804547
400,1.2172334,0.2525929,195.6784666
400,1.1207735,103.3194,152.5252446
400,0.5124556,0.2316883,199.6689374
400,0.71737,93.4489258,146.5478203
400,0.8712379,106.7966926,174.2601772
400,0.8897777,0.2194378,228.8919096
400,0.9902026,0.1985197,203.1386927
400,0.5622912,83.4041436,128.8045277
400,0.8194084,54.6925009,115.9134475
400,0.4668402,0.2138102,187.5359875
400,0.8058695,67.5383699,165.5623396
400,0.5477423,0.2109592,137.3998484
400,1.1394259,0.320094,150.9871848
400,1.2456313,0.3430795,181.6285132
400,0.9809833,62.5995032,170.8523393
400,1.1962227,0.2305495,150.4404551
400,0.6918957,0.3443223,187.0289222
1000,117.13593,10657.5428442,25241.1015965
1000,84.9099354,7023.8146217,17693.2232645
1000,101.4379412,8133.5049257,17349.3989588
1000,100.610955,14.5826601,14002.6040529
1000,110.5597222,14.7868546,16445.7604906
1000,104.72577,8.7629345,20602.672148
1000,111.4409942,12.6872784,24772.1960013
1000,89.9787078,11362.8886966,15055.4558294
1000,112.3316031,9.1950743,18599.708317
